,model_name,variance_k,normality_k,boruta_flag,vif_k,score,chosen_columns
2186,model1_lr,25.0,15.0,1.0,7.0,0.5507169811320755, 10  64 105 204 338 453 472
2187,model2_lr,25.0,15.0,1.0,7.0,0.5488301886792453, 10  64 105 204 338 453 472
2188,model3_lr,25.0,15.0,1.0,7.0,0.5507169811320755, 10  64 105 204 338 453 472
2189,model1_svc,25.0,15.0,1.0,7.0,0.5507169811320755, 10  64 105 204 338 453 472
2190,model2_svc,25.0,15.0,1.0,7.0,0.5507169811320755, 10  64 105 204 338 453 472
2191,model3_svc,25.0,15.0,1.0,7.0,0.5526037735849056, 10  64 105 204 338 453 472
2192,model1_ensemble_rfxglr,25.0,15.0,1.0,7.0,0.698448815736652, 10  64 105 204 338 453 472
2193,model2_ensemble_rflrsvc,25.0,15.0,1.0,7.0,0.609930148534725, 10  64 105 204 338 453 472
2194,model3_ensemble_xglrsvc,25.0,15.0,1.0,7.0,0.7339365716579687, 10  64 105 204 338 453 472
2195,model4_ensemble_rfxgsvc,25.0,15.0,1.0,7.0,0.7275134484142914, 10  64 105 204 338 453 472
2196,model1_rf,25.0,25.0,1.0,7.0,0.6152292252107587, 10  64 105 128 204 338 472
2197,model2_rf,25.0,25.0,1.0,7.0,0.6339365716579687, 10  64 105 128 204 338 472
2198,model3_rf,25.0,25.0,1.0,7.0,0.654249698916098, 10  64 105 128 204 338 472
2199,model1_xg,25.0,25.0,1.0,7.0,0.6687017262143717, 10  64 105 128 204 338 472
2200,model2_xg,25.0,25.0,1.0,7.0,0.714546768366118, 10  64 105 128 204 338 472
2201,model3_xg,25.0,25.0,1.0,7.0,0.7095688478522681, 10  64 105 128 204 338 472
2202,model4_xg,25.0,25.0,1.0,7.0,0.6460200722601365, 10  64 105 128 204 338 472
2203,model5_xg,25.0,25.0,1.0,7.0,0.7093681252509032, 10  64 105 128 204 338 472
2204,model1_lr,25.0,25.0,1.0,7.0,0.5558956242472902, 10  64 105 128 204 338 472
2205,model2_lr,25.0,25.0,1.0,7.0,0.5518811722199919, 10  64 105 128 204 338 472
2206,model3_lr,25.0,25.0,1.0,7.0,0.5521220393416298, 10  64 105 128 204 338 472
2207,model1_svc,25.0,25.0,1.0,7.0,0.5561364913689282, 10  64 105 128 204 338 472
2208,model2_svc,25.0,25.0,1.0,7.0,0.5561364913689282, 10  64 105 128 204 338 472
2209,model3_svc,25.0,25.0,1.0,7.0,0.5561364913689282, 10  64 105 128 204 338 472
2210,model1_ensemble_rfxglr,25.0,25.0,1.0,7.0,0.6628004817342432, 10  64 105 128 204 338 472
2211,model2_ensemble_rflrsvc,25.0,25.0,1.0,7.0,0.598127659574468, 10  64 105 128 204 338 472
2212,model3_ensemble_xglrsvc,25.0,25.0,1.0,7.0,0.6961204335608189, 10  64 105 128 204 338 472
2213,model4_ensemble_rfxgsvc,25.0,25.0,1.0,7.0,0.6821902850260939, 10  64 105 128 204 338 472
2214,model1_rf,25.0,35.0,1.0,7.0,0.6152292252107587, 10  64 105 128 204 338 472
2215,model2_rf,25.0,35.0,1.0,7.0,0.6339365716579687, 10  64 105 128 204 338 472
2216,model3_rf,25.0,35.0,1.0,7.0,0.654249698916098, 10  64 105 128 204 338 472
2217,model1_xg,25.0,35.0,1.0,7.0,0.6687017262143717, 10  64 105 128 204 338 472
2218,model2_xg,25.0,35.0,1.0,7.0,0.714546768366118, 10  64 105 128 204 338 472
2219,model3_xg,25.0,35.0,1.0,7.0,0.7095688478522681, 10  64 105 128 204 338 472
2220,model4_xg,25.0,35.0,1.0,7.0,0.6460200722601365, 10  64 105 128 204 338 472
2221,model5_xg,25.0,35.0,1.0,7.0,0.7093681252509032, 10  64 105 128 204 338 472
2222,model1_lr,25.0,35.0,1.0,7.0,0.5558956242472902, 10  64 105 128 204 338 472
2223,model2_lr,25.0,35.0,1.0,7.0,0.5518811722199919, 10  64 105 128 204 338 472
2224,model3_lr,25.0,35.0,1.0,7.0,0.5521220393416298, 10  64 105 128 204 338 472
2225,model1_svc,25.0,35.0,1.0,7.0,0.5561364913689282, 10  64 105 128 204 338 472
2226,model2_svc,25.0,35.0,1.0,7.0,0.5561364913689282, 10  64 105 128 204 338 472
2227,model3_svc,25.0,35.0,1.0,7.0,0.5561364913689282, 10  64 105 128 204 338 472
2228,model1_ensemble_rfxglr,25.0,35.0,1.0,7.0,0.6628004817342432, 10  64 105 128 204 338 472
2229,model2_ensemble_rflrsvc,25.0,35.0,1.0,7.0,0.598127659574468, 10  64 105 128 204 338 472
2230,model3_ensemble_xglrsvc,25.0,35.0,1.0,7.0,0.6961204335608189, 10  64 105 128 204 338 472
2231,model4_ensemble_rfxgsvc,25.0,35.0,1.0,7.0,0.6821902850260939, 10  64 105 128 204 338 472
2232,model1_rf,25.0,50.0,1.0,7.0,0.5808181453231633, 10  64 105 128 204 336
2233,model2_rf,25.0,50.0,1.0,7.0,0.600207948615014, 10  64 105 128 204 336
2234,model3_rf,25.0,50.0,1.0,7.0,0.5945475712565235, 10  64 105 128 204 336
2235,model1_xg,25.0,50.0,1.0,7.0,0.6219261340826977, 10  64 105 128 204 336
2236,model2_xg,25.0,50.0,1.0,7.0,0.6159847450822963, 10  64 105 128 204 336
2237,model3_xg,25.0,50.0,1.0,7.0,0.597759132878362, 10  64 105 128 204 336
2238,model4_xg,25.0,50.0,1.0,7.0,0.5950694500200723, 10  64 105 128 204 336
2239,model5_xg,25.0,50.0,1.0,7.0,0.6147402649538338, 10  64 105 128 204 336
2240,model1_lr,25.0,50.0,1.0,7.0,0.5472573263749498, 10  64 105 128 204 336
2241,model2_lr,25.0,50.0,1.0,7.0,0.5472573263749498, 10  64 105 128 204 336
2242,model3_lr,25.0,50.0,1.0,7.0,0.5472573263749498, 10  64 105 128 204 336
2243,model1_svc,25.0,50.0,1.0,7.0,0.549384985949418, 10  64 105 128 204 336
2244,model2_svc,25.0,50.0,1.0,7.0,0.549384985949418, 10  64 105 128 204 336
2245,model3_svc,25.0,50.0,1.0,7.0,0.5474981934965877, 10  64 105 128 204 336
2246,model1_ensemble_rfxglr,25.0,50.0,1.0,7.0,0.5966350863107186, 10  64 105 128 204 336
2247,model2_ensemble_rflrsvc,25.0,50.0,1.0,7.0,0.5706615816940988, 10  64 105 128 204 336
2248,model3_ensemble_xglrsvc,25.0,50.0,1.0,7.0,0.5973175431553592, 10  64 105 128 204 336
2249,model4_ensemble_rfxgsvc,25.0,50.0,1.0,7.0,0.6152621437173826, 10  64 105 128 204 336
2250,model1_rf,25.0,100.0,1.0,7.0,0.5599429947812123, 10 105 128 204 298 481
2251,model2_rf,25.0,100.0,1.0,7.0,0.5627932557205941, 10 105 128 204 298 481
2252,model3_rf,25.0,100.0,1.0,7.0,0.5545234845443596, 10 105 128 204 298 481
2253,model1_xg,25.0,100.0,1.0,7.0,0.5214845443596949, 10 105 128 204 298 481
2254,model2_xg,25.0,100.0,1.0,7.0,0.5597824167001204, 10 105 128 204 298 481
2255,model3_xg,25.0,100.0,1.0,7.0,0.5888069048574869, 10 105 128 204 298 481
2256,model4_xg,25.0,100.0,1.0,7.0,0.5526768366118024, 10 105 128 204 298 481
2257,model5_xg,25.0,100.0,1.0,7.0,0.5680120433560819, 10 105 128 204 298 481
2258,model1_lr,25.0,100.0,1.0,7.0,0.4891682055399438, 10 105 128 204 298 481
2259,model2_lr,25.0,100.0,1.0,7.0,0.4891682055399438, 10 105 128 204 298 481
2260,model3_lr,25.0,100.0,1.0,7.0,0.4891682055399438, 10 105 128 204 298 481
2261,model1_svc,25.0,100.0,1.0,7.0,0.49342352468887996, 10 105 128 204 298 481
2262,model2_svc,25.0,100.0,1.0,7.0,0.49342352468887996, 10 105 128 204 298 481
2263,model3_svc,25.0,100.0,1.0,7.0,0.49531031714171014, 10 105 128 204 298 481
2264,model1_ensemble_rfxglr,25.0,100.0,1.0,7.0,0.5503083099156965, 10 105 128 204 298 481
2265,model2_ensemble_rflrsvc,25.0,100.0,1.0,7.0,0.5247763950220794, 10 105 128 204 298 481
2266,model3_ensemble_xglrsvc,25.0,100.0,1.0,7.0,0.5763219590525893, 10 105 128 204 298 481
2267,model4_ensemble_rfxgsvc,25.0,100.0,1.0,7.0,0.5552862304295463, 10 105 128 204 298 481
2268,model1_rf,35.0,0.0,1.0,7.0,0.6938321959052589, 10  48  64 204 281 318 493
2269,model2_rf,35.0,0.0,1.0,7.0,0.7361043757527097, 10  48  64 204 281 318 493
2270,model3_rf,35.0,0.0,1.0,7.0,0.7801830590124448, 10  48  64 204 281 318 493
2271,model1_xg,35.0,0.0,1.0,7.0,0.7499542352468889, 10  48  64 204 281 318 493
2272,model2_xg,35.0,0.0,1.0,7.0,0.8347394620634283, 10  48  64 204 281 318 493
2273,model3_xg,35.0,0.0,1.0,7.0,0.821491770373344, 10  48  64 204 281 318 493
2274,model4_xg,35.0,0.0,1.0,7.0,0.8031457246085909, 10  48  64 204 281 318 493
2275,model5_xg,35.0,0.0,1.0,7.0,0.8200867121637896, 10  48  64 204 281 318 493
2276,model1_lr,35.0,0.0,1.0,7.0,0.5738402248093135, 10  48  64 204 281 318 493
2277,model2_lr,35.0,0.0,1.0,7.0,0.5719534323564833, 10  48  64 204 281 318 493
2278,model3_lr,35.0,0.0,1.0,7.0,0.5719534323564833, 10  48  64 204 281 318 493
2279,model1_svc,35.0,0.0,1.0,7.0,0.5698257727820153, 10  48  64 204 281 318 493
2280,model2_svc,35.0,0.0,1.0,7.0,0.5698257727820153, 10  48  64 204 281 318 493
2281,model3_svc,35.0,0.0,1.0,7.0,0.5698257727820153, 10  48  64 204 281 318 493
2282,model1_ensemble_rfxglr,35.0,0.0,1.0,7.0,0.7965218787635489, 10  48  64 204 281 318 493
2283,model2_ensemble_rflrsvc,35.0,0.0,1.0,7.0,0.6272324367723805, 10  48  64 204 281 318 493
2284,model3_ensemble_xglrsvc,35.0,0.0,1.0,7.0,0.7703075070252909, 10  48  64 204 281 318 493
2285,model4_ensemble_rfxgsvc,35.0,0.0,1.0,7.0,0.8017005218787636, 10  48  64 204 281 318 493
2286,model1_rf,35.0,5.0,1.0,7.0,0.6830333199518266, 10  48  64 105 204 338 453
2287,model2_rf,35.0,5.0,1.0,7.0,0.6913030911280611, 10  48  64 105 204 338 453
2288,model3_rf,35.0,5.0,1.0,7.0,0.7241413087113608, 10  48  64 105 204 338 453
2289,model1_xg,35.0,5.0,1.0,7.0,0.7230172621437174, 10  48  64 105 204 338 453
2290,model2_xg,35.0,5.0,1.0,7.0,0.7941132075471699, 10  48  64 105 204 338 453
2291,model3_xg,35.0,5.0,1.0,7.0,0.8021019670814934, 10  48  64 105 204 338 453
2292,model4_xg,35.0,5.0,1.0,7.0,0.7487900441589723, 10  48  64 105 204 338 453
2293,model5_xg,35.0,5.0,1.0,7.0,0.7688221597751907, 10  48  64 105 204 338 453
2294,model1_lr,35.0,5.0,1.0,7.0,0.5707892412685669, 10  48  64 105 204 338 453
2295,model2_lr,35.0,5.0,1.0,7.0,0.5684207145724609, 10  48  64 105 204 338 453
2296,model3_lr,35.0,5.0,1.0,7.0,0.5705483741469289, 10  48  64 105 204 338 453
2297,model1_svc,35.0,5.0,1.0,7.0,0.5707892412685669, 10  48  64 105 204 338 453
2298,model2_svc,35.0,5.0,1.0,7.0,0.5707892412685669, 10  48  64 105 204 338 453
2299,model3_svc,35.0,5.0,1.0,7.0,0.5707892412685669, 10  48  64 105 204 338 453
2300,model1_ensemble_rfxglr,35.0,5.0,1.0,7.0,0.7364656764351667, 10  48  64 105 204 338 453
2301,model2_ensemble_rflrsvc,35.0,5.0,1.0,7.0,0.6102111601766359, 10  48  64 105 204 338 453
2302,model3_ensemble_xglrsvc,35.0,5.0,1.0,7.0,0.7667346447209956, 10  48  64 105 204 338 453
2303,model4_ensemble_rfxgsvc,35.0,5.0,1.0,7.0,0.7652894419911682, 10  48  64 105 204 338 453
2304,model1_rf,35.0,15.0,1.0,7.0,0.6562970694500201, 10  64 105 204 338 453 472
2305,model2_rf,35.0,15.0,1.0,7.0,0.6882521075873144, 10  64 105 204 338 453 472
2306,model3_rf,35.0,15.0,1.0,7.0,0.6931898835808912, 10  64 105 204 338 453 472
2307,model1_xg,35.0,15.0,1.0,7.0,0.6771722199919711, 10  64 105 204 338 453 472
2308,model2_xg,35.0,15.0,1.0,7.0,0.7433303894018466, 10  64 105 204 338 453 472
2309,model3_xg,35.0,15.0,1.0,7.0,0.7742818145323164, 10  64 105 204 338 453 472
2310,model4_xg,35.0,15.0,1.0,7.0,0.6814676836611802, 10  64 105 204 338 453 472
2311,model5_xg,35.0,15.0,1.0,7.0,0.7528044961862705, 10  64 105 204 338 453 472
2312,model1_lr,35.0,15.0,1.0,7.0,0.5507169811320755, 10  64 105 204 338 453 472
2313,model2_lr,35.0,15.0,1.0,7.0,0.5488301886792453, 10  64 105 204 338 453 472
2314,model3_lr,35.0,15.0,1.0,7.0,0.5507169811320755, 10  64 105 204 338 453 472
2315,model1_svc,35.0,15.0,1.0,7.0,0.5507169811320755, 10  64 105 204 338 453 472
2316,model2_svc,35.0,15.0,1.0,7.0,0.5507169811320755, 10  64 105 204 338 453 472
2317,model3_svc,35.0,15.0,1.0,7.0,0.5526037735849056, 10  64 105 204 338 453 472
2318,model1_ensemble_rfxglr,35.0,15.0,1.0,7.0,0.698448815736652, 10  64 105 204 338 453 472
2319,model2_ensemble_rflrsvc,35.0,15.0,1.0,7.0,0.609930148534725, 10  64 105 204 338 453 472
2320,model3_ensemble_xglrsvc,35.0,15.0,1.0,7.0,0.7339365716579687, 10  64 105 204 338 453 472
2321,model4_ensemble_rfxgsvc,35.0,15.0,1.0,7.0,0.7275134484142914, 10  64 105 204 338 453 472
2322,model1_rf,35.0,25.0,1.0,7.0,0.6275535929345644, 10  64 128 204 338 472 481
2323,model2_rf,35.0,25.0,1.0,7.0,0.6412428743476515, 10  64 128 204 338 472 481
2324,model3_rf,35.0,25.0,1.0,7.0,0.6533263749498193, 10  64 128 204 338 472 481
2325,model1_xg,35.0,25.0,1.0,7.0,0.6670156563629064, 10  64 128 204 338 472 481
2326,model2_xg,35.0,25.0,1.0,7.0,0.6843179446005621, 10  64 128 204 338 472 481
2327,model3_xg,35.0,25.0,1.0,7.0,0.707682055399438, 10  64 128 204 338 472 481
2328,model4_xg,35.0,25.0,1.0,7.0,0.6391955038137294, 10  64 128 204 338 472 481
2329,model5_xg,35.0,25.0,1.0,7.0,0.6793400240867121, 10  64 128 204 338 472 481
2330,model1_lr,35.0,25.0,1.0,7.0,0.5398378161380972, 10  64 128 204 338 472 481
2331,model2_lr,35.0,25.0,1.0,7.0,0.5398378161380972, 10  64 128 204 338 472 481
2332,model3_lr,35.0,25.0,1.0,7.0,0.5398378161380972, 10  64 128 204 338 472 481
2333,model1_svc,35.0,25.0,1.0,7.0,0.5419654757125651, 10  64 128 204 338 472 481
2334,model2_svc,35.0,25.0,1.0,7.0,0.5419654757125651, 10  64 128 204 338 472 481
2335,model3_svc,35.0,25.0,1.0,7.0,0.5419654757125651, 10  64 128 204 338 472 481
2336,model1_ensemble_rfxglr,35.0,25.0,1.0,7.0,0.6790991569650742, 10  64 128 204 338 472 481
2337,model2_ensemble_rflrsvc,35.0,25.0,1.0,7.0,0.6019012444801284, 10  64 128 204 338 472 481
2338,model3_ensemble_xglrsvc,35.0,25.0,1.0,7.0,0.6562167804094741, 10  64 128 204 338 472 481
2339,model4_ensemble_rfxgsvc,35.0,25.0,1.0,7.0,0.6715519871537534, 10  64 128 204 338 472 481
2340,model1_rf,35.0,35.0,1.0,7.0,0.6152292252107587, 10  64 105 128 204 338 472
2341,model2_rf,35.0,35.0,1.0,7.0,0.6339365716579687, 10  64 105 128 204 338 472
2342,model3_rf,35.0,35.0,1.0,7.0,0.654249698916098, 10  64 105 128 204 338 472
2343,model1_xg,35.0,35.0,1.0,7.0,0.6687017262143717, 10  64 105 128 204 338 472
2344,model2_xg,35.0,35.0,1.0,7.0,0.714546768366118, 10  64 105 128 204 338 472
2345,model3_xg,35.0,35.0,1.0,7.0,0.7095688478522681, 10  64 105 128 204 338 472
2346,model4_xg,35.0,35.0,1.0,7.0,0.6460200722601365, 10  64 105 128 204 338 472
2347,model5_xg,35.0,35.0,1.0,7.0,0.7093681252509032, 10  64 105 128 204 338 472
2348,model1_lr,35.0,35.0,1.0,7.0,0.5558956242472902, 10  64 105 128 204 338 472
2349,model2_lr,35.0,35.0,1.0,7.0,0.5518811722199919, 10  64 105 128 204 338 472
2350,model3_lr,35.0,35.0,1.0,7.0,0.5521220393416298, 10  64 105 128 204 338 472
2351,model1_svc,35.0,35.0,1.0,7.0,0.5561364913689282, 10  64 105 128 204 338 472
2352,model2_svc,35.0,35.0,1.0,7.0,0.5561364913689282, 10  64 105 128 204 338 472
2353,model3_svc,35.0,35.0,1.0,7.0,0.5561364913689282, 10  64 105 128 204 338 472
2354,model1_ensemble_rfxglr,35.0,35.0,1.0,7.0,0.6628004817342432, 10  64 105 128 204 338 472
2355,model2_ensemble_rflrsvc,35.0,35.0,1.0,7.0,0.598127659574468, 10  64 105 128 204 338 472
2356,model3_ensemble_xglrsvc,35.0,35.0,1.0,7.0,0.6961204335608189, 10  64 105 128 204 338 472
2357,model4_ensemble_rfxgsvc,35.0,35.0,1.0,7.0,0.6821902850260939, 10  64 105 128 204 338 472
2358,model1_rf,35.0,50.0,1.0,7.0,0.5854419911682056, 10  64 105 128 204 336 481
2359,model2_rf,35.0,50.0,1.0,7.0,0.5887338418305901, 10  64 105 128 204 336 481
2360,model3_rf,35.0,50.0,1.0,7.0,0.5651288639100762, 10  64 105 128 204 336 481
2361,model1_xg,35.0,50.0,1.0,7.0,0.5721942994781213, 10  64 105 128 204 336 481
2362,model2_xg,35.0,50.0,1.0,7.0,0.6026238458450421, 10  64 105 128 204 336 481
2363,model3_xg,35.0,50.0,1.0,7.0,0.5976459253311923, 10  64 105 128 204 336 481
2364,model4_xg,35.0,50.0,1.0,7.0,0.579861902850261, 10  64 105 128 204 336 481
2365,model5_xg,35.0,50.0,1.0,7.0,0.5756467282215978, 10  64 105 128 204 336 481
2366,model1_lr,35.0,50.0,1.0,7.0,0.5190429546366921, 10  64 105 128 204 336 481
2367,model2_lr,35.0,50.0,1.0,7.0,0.5190429546366921, 10  64 105 128 204 336 481
2368,model3_lr,35.0,50.0,1.0,7.0,0.5190429546366921, 10  64 105 128 204 336 481
2369,model1_svc,35.0,50.0,1.0,7.0,0.5209297470895222, 10  64 105 128 204 336 481
2370,model2_svc,35.0,50.0,1.0,7.0,0.5209297470895222, 10  64 105 128 204 336 481
2371,model3_svc,35.0,50.0,1.0,7.0,0.5230574066639904, 10  64 105 128 204 336 481
2372,model1_ensemble_rfxglr,35.0,50.0,1.0,7.0,0.5752452830188679, 10  64 105 128 204 336 481
2373,model2_ensemble_rflrsvc,35.0,50.0,1.0,7.0,0.5426880770774789, 10  64 105 128 204 336 481
2374,model3_ensemble_xglrsvc,35.0,50.0,1.0,7.0,0.5721541549578482, 10  64 105 128 204 336 481
2375,model4_ensemble_rfxgsvc,35.0,50.0,1.0,7.0,0.5823107185869129, 10  64 105 128 204 336 481
2376,model1_rf,35.0,100.0,1.0,7.0,0.5392211963067042, 10 105 128 204 481
2377,model2_rf,35.0,100.0,1.0,7.0,0.5244480128462465, 10 105 128 204 481
2378,model3_rf,35.0,100.0,1.0,7.0,0.5591730228823766, 10 105 128 204 481
2379,model1_xg,35.0,100.0,1.0,7.0,0.5443195503813729, 10 105 128 204 481
2380,model2_xg,35.0,100.0,1.0,7.0,0.5537133681252508, 10 105 128 204 481
2381,model3_xg,35.0,100.0,1.0,7.0,0.5728623042954637, 10 105 128 204 481
2382,model4_xg,35.0,100.0,1.0,7.0,0.5358892011240466, 10 105 128 204 481
2383,model5_xg,35.0,100.0,1.0,7.0,0.5513448414291449, 10 105 128 204 481
2384,model1_lr,35.0,100.0,1.0,7.0,0.5195503813729425, 10 105 128 204 481
2385,model2_lr,35.0,100.0,1.0,7.0,0.5216780409474107, 10 105 128 204 481
2386,model3_lr,35.0,100.0,1.0,7.0,0.5216780409474107, 10 105 128 204 481
2387,model1_svc,35.0,100.0,1.0,7.0,0.5150541951023686, 10 105 128 204 481
2388,model2_svc,35.0,100.0,1.0,7.0,0.5150541951023686, 10 105 128 204 481
2389,model3_svc,35.0,100.0,1.0,7.0,0.5190686471296668, 10 105 128 204 481
2390,model1_ensemble_rfxglr,35.0,100.0,1.0,7.0,0.5405058209554396, 10 105 128 204 481
2391,model2_ensemble_rflrsvc,35.0,100.0,1.0,7.0,0.5445202729827379, 10 105 128 204 481
2392,model3_ensemble_xglrsvc,35.0,100.0,1.0,7.0,0.5527900441589724, 10 105 128 204 481
2393,model4_ensemble_rfxgsvc,35.0,100.0,1.0,7.0,0.539542352468888, 10 105 128 204 481
2394,model1_rf,50.0,0.0,1.0,7.0,0.6938321959052589, 10  48  64 204 281 318 493
2395,model2_rf,50.0,0.0,1.0,7.0,0.7361043757527097, 10  48  64 204 281 318 493
2396,model3_rf,50.0,0.0,1.0,7.0,0.7801830590124448, 10  48  64 204 281 318 493
2397,model1_xg,50.0,0.0,1.0,7.0,0.7499542352468889, 10  48  64 204 281 318 493
2398,model2_xg,50.0,0.0,1.0,7.0,0.8347394620634283, 10  48  64 204 281 318 493
2399,model3_xg,50.0,0.0,1.0,7.0,0.821491770373344, 10  48  64 204 281 318 493
2400,model4_xg,50.0,0.0,1.0,7.0,0.8031457246085909, 10  48  64 204 281 318 493
2401,model5_xg,50.0,0.0,1.0,7.0,0.8200867121637896, 10  48  64 204 281 318 493
2402,model1_lr,50.0,0.0,1.0,7.0,0.5738402248093135, 10  48  64 204 281 318 493
2403,model2_lr,50.0,0.0,1.0,7.0,0.5719534323564833, 10  48  64 204 281 318 493
2404,model3_lr,50.0,0.0,1.0,7.0,0.5719534323564833, 10  48  64 204 281 318 493
2405,model1_svc,50.0,0.0,1.0,7.0,0.5698257727820153, 10  48  64 204 281 318 493
2406,model2_svc,50.0,0.0,1.0,7.0,0.5698257727820153, 10  48  64 204 281 318 493
2407,model3_svc,50.0,0.0,1.0,7.0,0.5698257727820153, 10  48  64 204 281 318 493
2408,model1_ensemble_rfxglr,50.0,0.0,1.0,7.0,0.7965218787635489, 10  48  64 204 281 318 493
2409,model2_ensemble_rflrsvc,50.0,0.0,1.0,7.0,0.6272324367723805, 10  48  64 204 281 318 493
2410,model3_ensemble_xglrsvc,50.0,0.0,1.0,7.0,0.7703075070252909, 10  48  64 204 281 318 493
2411,model4_ensemble_rfxgsvc,50.0,0.0,1.0,7.0,0.8017005218787636, 10  48  64 204 281 318 493
2412,model1_rf,50.0,5.0,1.0,7.0,0.6830333199518266, 10  48  64 105 204 338 453
2413,model2_rf,50.0,5.0,1.0,7.0,0.6913030911280611, 10  48  64 105 204 338 453
2414,model3_rf,50.0,5.0,1.0,7.0,0.7241413087113608, 10  48  64 105 204 338 453
2415,model1_xg,50.0,5.0,1.0,7.0,0.7230172621437174, 10  48  64 105 204 338 453
2416,model2_xg,50.0,5.0,1.0,7.0,0.7941132075471699, 10  48  64 105 204 338 453
2417,model3_xg,50.0,5.0,1.0,7.0,0.8021019670814934, 10  48  64 105 204 338 453
2418,model4_xg,50.0,5.0,1.0,7.0,0.7487900441589723, 10  48  64 105 204 338 453
2419,model5_xg,50.0,5.0,1.0,7.0,0.7688221597751907, 10  48  64 105 204 338 453
2420,model1_lr,50.0,5.0,1.0,7.0,0.5707892412685669, 10  48  64 105 204 338 453
2421,model2_lr,50.0,5.0,1.0,7.0,0.5684207145724609, 10  48  64 105 204 338 453
2422,model3_lr,50.0,5.0,1.0,7.0,0.5705483741469289, 10  48  64 105 204 338 453
2423,model1_svc,50.0,5.0,1.0,7.0,0.5707892412685669, 10  48  64 105 204 338 453
2424,model2_svc,50.0,5.0,1.0,7.0,0.5707892412685669, 10  48  64 105 204 338 453
2425,model3_svc,50.0,5.0,1.0,7.0,0.5707892412685669, 10  48  64 105 204 338 453
2426,model1_ensemble_rfxglr,50.0,5.0,1.0,7.0,0.7364656764351667, 10  48  64 105 204 338 453
2427,model2_ensemble_rflrsvc,50.0,5.0,1.0,7.0,0.6102111601766359, 10  48  64 105 204 338 453
2428,model3_ensemble_xglrsvc,50.0,5.0,1.0,7.0,0.7667346447209956, 10  48  64 105 204 338 453
2429,model4_ensemble_rfxgsvc,50.0,5.0,1.0,7.0,0.7652894419911682, 10  48  64 105 204 338 453
2430,model1_rf,50.0,15.0,1.0,7.0,0.644775592131674, 10  64 105 204 338 453 481
2431,model2_rf,50.0,15.0,1.0,7.0,0.653767964672822, 10  64 105 204 338 453 481
2432,model3_rf,50.0,15.0,1.0,7.0,0.6743219590525893, 10  64 105 204 338 453 481
2433,model1_xg,50.0,15.0,1.0,7.0,0.6939526294660778, 10  64 105 204 338 453 481
2434,model2_xg,50.0,15.0,1.0,7.0,0.7187619429947811, 10  64 105 204 338 453 481
2435,model3_xg,50.0,15.0,1.0,7.0,0.7407209955841028, 10  64 105 204 338 453 481
2436,model4_xg,50.0,15.0,1.0,7.0,0.6951971095945404, 10  64 105 204 338 453 481
2437,model5_xg,50.0,15.0,1.0,7.0,0.733173825772782, 10  64 105 204 338 453 481
2438,model1_lr,50.0,15.0,1.0,7.0,0.5320497792051385, 10  64 105 204 338 453 481
2439,model2_lr,50.0,15.0,1.0,7.0,0.5363050983540747, 10  64 105 204 338 453 481
2440,model3_lr,50.0,15.0,1.0,7.0,0.5363050983540747, 10  64 105 204 338 453 481
2441,model1_svc,50.0,15.0,1.0,7.0,0.5320497792051385, 10  64 105 204 338 453 481
2442,model2_svc,50.0,15.0,1.0,7.0,0.5320497792051385, 10  64 105 204 338 453 481
2443,model3_svc,50.0,15.0,1.0,7.0,0.5320497792051385, 10  64 105 204 338 453 481
2444,model1_ensemble_rfxglr,50.0,15.0,1.0,7.0,0.6743621035728623, 10  64 105 204 338 453 481
2445,model2_ensemble_rflrsvc,50.0,15.0,1.0,7.0,0.5825515857085508, 10  64 105 204 338 453 481
2446,model3_ensemble_xglrsvc,50.0,15.0,1.0,7.0,0.6821902850260939, 10  64 105 204 338 453 481
2447,model4_ensemble_rfxgsvc,50.0,15.0,1.0,7.0,0.6899381774387796, 10  64 105 204 338 453 481
2448,model1_rf,50.0,25.0,1.0,7.0,0.6275535929345644, 10  64 128 204 338 472 481
2449,model2_rf,50.0,25.0,1.0,7.0,0.6412428743476515, 10  64 128 204 338 472 481
2450,model3_rf,50.0,25.0,1.0,7.0,0.6533263749498193, 10  64 128 204 338 472 481
2451,model1_xg,50.0,25.0,1.0,7.0,0.6670156563629064, 10  64 128 204 338 472 481
2452,model2_xg,50.0,25.0,1.0,7.0,0.6843179446005621, 10  64 128 204 338 472 481
2453,model3_xg,50.0,25.0,1.0,7.0,0.707682055399438, 10  64 128 204 338 472 481
2454,model4_xg,50.0,25.0,1.0,7.0,0.6391955038137294, 10  64 128 204 338 472 481
2455,model5_xg,50.0,25.0,1.0,7.0,0.6793400240867121, 10  64 128 204 338 472 481
2456,model1_lr,50.0,25.0,1.0,7.0,0.5398378161380972, 10  64 128 204 338 472 481
2457,model2_lr,50.0,25.0,1.0,7.0,0.5398378161380972, 10  64 128 204 338 472 481
2458,model3_lr,50.0,25.0,1.0,7.0,0.5398378161380972, 10  64 128 204 338 472 481
2459,model1_svc,50.0,25.0,1.0,7.0,0.5419654757125651, 10  64 128 204 338 472 481
2460,model2_svc,50.0,25.0,1.0,7.0,0.5419654757125651, 10  64 128 204 338 472 481
2461,model3_svc,50.0,25.0,1.0,7.0,0.5419654757125651, 10  64 128 204 338 472 481
2462,model1_ensemble_rfxglr,50.0,25.0,1.0,7.0,0.6790991569650742, 10  64 128 204 338 472 481
