,model_name,variance_k,normality_k,boruta_flag,vif_k,score,chosen_columns
4198,model2_xg,50.0,15.0,1.0,9.0,0.724677639502208, 10  64 105 128 204 338 453 472 481
4199,model3_xg,50.0,15.0,1.0,9.0,0.7374435969490165, 10  64 105 128 204 338 453 472 481
4200,model4_xg,50.0,15.0,1.0,9.0,0.68971176234444, 10  64 105 128 204 338 453 472 481
4201,model5_xg,50.0,15.0,1.0,9.0,0.7424215174628663, 10  64 105 128 204 338 453 472 481
4202,model1_lr,50.0,15.0,1.0,9.0,0.5344327579285427, 10  64 105 128 204 338 453 472 481
4203,model2_lr,50.0,15.0,1.0,9.0,0.5325459654757125, 10  64 105 128 204 338 453 472 481
4204,model3_lr,50.0,15.0,1.0,9.0,0.5365604175030108, 10  64 105 128 204 338 453 472 481
4205,model1_svc,50.0,15.0,1.0,9.0,0.5365604175030108, 10  64 105 128 204 338 453 472 481
4206,model2_svc,50.0,15.0,1.0,9.0,0.540815736651947, 10  64 105 128 204 338 453 472 481
4207,model3_svc,50.0,15.0,1.0,9.0,0.5389289441991167, 10  64 105 128 204 338 453 472 481
4208,model1_ensemble_rfxglr,50.0,15.0,1.0,9.0,0.6831280610196708, 10  64 105 128 204 338 453 472 481
4209,model2_ensemble_rflrsvc,50.0,15.0,1.0,9.0,0.6132765957446809, 10  64 105 128 204 338 453 472 481
4210,model3_ensemble_xglrsvc,50.0,15.0,1.0,9.0,0.6718073063026897, 10  64 105 128 204 338 453 472 481
4211,model4_ensemble_rfxgsvc,50.0,15.0,1.0,9.0,0.698704134885588, 10  64 105 128 204 338 453 472 481
4212,model1_rf,50.0,25.0,1.0,9.0,0.6225901244480128, 10  64 105 128 204 338 442 472 481
4213,model2_rf,50.0,25.0,1.0,9.0,0.642943396226415, 10  64 105 128 204 338 442 472 481
4214,model3_rf,50.0,25.0,1.0,9.0,0.6537824167001204, 10  64 105 128 204 338 442 472 481
4215,model1_xg,50.0,25.0,1.0,9.0,0.6422207948615013, 10  64 105 128 204 338 442 472 481
4216,model2_xg,50.0,25.0,1.0,9.0,0.6975399437976716, 10  64 105 128 204 338 442 472 481
4217,model3_xg,50.0,25.0,1.0,9.0,0.7103059012444801, 10  64 105 128 204 338 442 472 481
4218,model4_xg,50.0,25.0,1.0,9.0,0.6505307105580088, 10  64 105 128 204 338 442 472 481
4219,model5_xg,50.0,25.0,1.0,9.0,0.7109883580891208, 10  64 105 128 204 338 442 472 481
4220,model1_lr,50.0,25.0,1.0,9.0,0.5327868325973504, 10  64 105 128 204 338 442 472 481
4221,model2_lr,50.0,25.0,1.0,9.0,0.5346736250501807, 10  64 105 128 204 338 442 472 481
4222,model3_lr,50.0,25.0,1.0,9.0,0.5365604175030108, 10  64 105 128 204 338 442 472 481
4223,model1_svc,50.0,25.0,1.0,9.0,0.5304183059012444, 10  64 105 128 204 338 442 472 481
4224,model2_svc,50.0,25.0,1.0,9.0,0.5285315134484143, 10  64 105 128 204 338 442 472 481
4225,model3_svc,50.0,25.0,1.0,9.0,0.5285315134484143, 10  64 105 128 204 338 442 472 481
4226,model1_ensemble_rfxglr,50.0,25.0,1.0,9.0,0.6488847852268165, 10  64 105 128 204 338 442 472 481
4227,model2_ensemble_rflrsvc,50.0,25.0,1.0,9.0,0.5938867924528302, 10  64 105 128 204 338 442 472 481
4228,model3_ensemble_xglrsvc,50.0,25.0,1.0,9.0,0.668515455640305, 10  64 105 128 204 338 442 472 481
4229,model4_ensemble_rfxgsvc,50.0,25.0,1.0,9.0,0.6696796467282216, 10  64 105 128 204 338 442 472 481
4230,model1_rf,50.0,35.0,1.0,9.0,0.6178932155760739, 10  64 105 128 204 336 338 472 481
4231,model2_rf,50.0,35.0,1.0,9.0,0.6337101565636291, 10  64 105 128 204 336 338 472 481
4232,model3_rf,50.0,35.0,1.0,9.0,0.6646615816940987, 10  64 105 128 204 336 338 472 481
4233,model1_xg,50.0,35.0,1.0,9.0,0.6696796467282216, 10  64 105 128 204 336 338 472 481
4234,model2_xg,50.0,35.0,1.0,9.0,0.6741356884785227, 10  64 105 128 204 336 338 472 481
4235,model3_xg,50.0,35.0,1.0,9.0,0.6817230028101164, 10  64 105 128 204 336 338 472 481
4236,model4_xg,50.0,35.0,1.0,9.0,0.6519357687675632, 10  64 105 128 204 336 338 472 481
4237,model5_xg,50.0,35.0,1.0,9.0,0.6944889602569249, 10  64 105 128 204 336 338 472 481
4238,model1_lr,50.0,35.0,1.0,9.0,0.5301774387796065, 10  64 105 128 204 336 338 472 481
4239,model2_lr,50.0,35.0,1.0,9.0,0.5320642312324368, 10  64 105 128 204 336 338 472 481
4240,model3_lr,50.0,35.0,1.0,9.0,0.5320642312324368, 10  64 105 128 204 336 338 472 481
4241,model1_svc,50.0,35.0,1.0,9.0,0.5264038538739462, 10  64 105 128 204 336 338 472 481
4242,model2_svc,50.0,35.0,1.0,9.0,0.5264038538739462, 10  64 105 128 204 336 338 472 481
4243,model3_svc,50.0,35.0,1.0,9.0,0.5282906463267765, 10  64 105 128 204 336 338 472 481
4244,model1_ensemble_rfxglr,50.0,35.0,1.0,9.0,0.6653841830590124, 10  64 105 128 204 336 338 472 481
4245,model2_ensemble_rflrsvc,50.0,35.0,1.0,9.0,0.6061710156563629, 10  64 105 128 204 336 338 472 481
4246,model3_ensemble_xglrsvc,50.0,35.0,1.0,9.0,0.643224407868326, 10  64 105 128 204 336 338 472 481
4247,model4_ensemble_rfxgsvc,50.0,35.0,1.0,9.0,0.6710847049377759, 10  64 105 128 204 336 338 472 481
4248,model1_rf,50.0,50.0,1.0,9.0,0.5854419911682056, 10  64 105 128 204 336 481
4249,model2_rf,50.0,50.0,1.0,9.0,0.5887338418305901, 10  64 105 128 204 336 481
4250,model3_rf,50.0,50.0,1.0,9.0,0.5651288639100762, 10  64 105 128 204 336 481
4251,model1_xg,50.0,50.0,1.0,9.0,0.5721942994781213, 10  64 105 128 204 336 481
4252,model2_xg,50.0,50.0,1.0,9.0,0.6026238458450421, 10  64 105 128 204 336 481
4253,model3_xg,50.0,50.0,1.0,9.0,0.5976459253311923, 10  64 105 128 204 336 481
4254,model4_xg,50.0,50.0,1.0,9.0,0.579861902850261, 10  64 105 128 204 336 481
4255,model5_xg,50.0,50.0,1.0,9.0,0.5756467282215978, 10  64 105 128 204 336 481
4256,model1_lr,50.0,50.0,1.0,9.0,0.5190429546366921, 10  64 105 128 204 336 481
4257,model2_lr,50.0,50.0,1.0,9.0,0.5190429546366921, 10  64 105 128 204 336 481
4258,model3_lr,50.0,50.0,1.0,9.0,0.5190429546366921, 10  64 105 128 204 336 481
4259,model1_svc,50.0,50.0,1.0,9.0,0.5209297470895222, 10  64 105 128 204 336 481
4260,model2_svc,50.0,50.0,1.0,9.0,0.5209297470895222, 10  64 105 128 204 336 481
4261,model3_svc,50.0,50.0,1.0,9.0,0.5230574066639904, 10  64 105 128 204 336 481
4262,model1_ensemble_rfxglr,50.0,50.0,1.0,9.0,0.5752452830188679, 10  64 105 128 204 336 481
4263,model2_ensemble_rflrsvc,50.0,50.0,1.0,9.0,0.5426880770774789, 10  64 105 128 204 336 481
4264,model3_ensemble_xglrsvc,50.0,50.0,1.0,9.0,0.5721541549578482, 10  64 105 128 204 336 481
4265,model4_ensemble_rfxgsvc,50.0,50.0,1.0,9.0,0.5823107185869129, 10  64 105 128 204 336 481
4266,model1_rf,50.0,100.0,1.0,9.0,0.5392211963067042, 10 105 128 204 481
4267,model2_rf,50.0,100.0,1.0,9.0,0.5244480128462465, 10 105 128 204 481
4268,model3_rf,50.0,100.0,1.0,9.0,0.5591730228823766, 10 105 128 204 481
4269,model1_xg,50.0,100.0,1.0,9.0,0.5443195503813729, 10 105 128 204 481
4270,model2_xg,50.0,100.0,1.0,9.0,0.5537133681252508, 10 105 128 204 481
4271,model3_xg,50.0,100.0,1.0,9.0,0.5728623042954637, 10 105 128 204 481
4272,model4_xg,50.0,100.0,1.0,9.0,0.5358892011240466, 10 105 128 204 481
4273,model5_xg,50.0,100.0,1.0,9.0,0.5513448414291449, 10 105 128 204 481
4274,model1_lr,50.0,100.0,1.0,9.0,0.5195503813729425, 10 105 128 204 481
4275,model2_lr,50.0,100.0,1.0,9.0,0.5216780409474107, 10 105 128 204 481
4276,model3_lr,50.0,100.0,1.0,9.0,0.5216780409474107, 10 105 128 204 481
4277,model1_svc,50.0,100.0,1.0,9.0,0.5150541951023686, 10 105 128 204 481
4278,model2_svc,50.0,100.0,1.0,9.0,0.5150541951023686, 10 105 128 204 481
4279,model3_svc,50.0,100.0,1.0,9.0,0.5190686471296668, 10 105 128 204 481
4280,model1_ensemble_rfxglr,50.0,100.0,1.0,9.0,0.5405058209554396, 10 105 128 204 481
4281,model2_ensemble_rflrsvc,50.0,100.0,1.0,9.0,0.5445202729827379, 10 105 128 204 481
4282,model3_ensemble_xglrsvc,50.0,100.0,1.0,9.0,0.5527900441589724, 10 105 128 204 481
4283,model4_ensemble_rfxgsvc,50.0,100.0,1.0,9.0,0.539542352468888, 10 105 128 204 481
4284,model1_rf,100.0,0.0,1.0,9.0,0.6447097551184263, 10  64 204 241 281 318 378 453 481
4285,model2_rf,100.0,0.0,1.0,9.0,0.733670012043356, 10  64 204 241 281 318 378 453 481
4286,model3_rf,100.0,0.0,1.0,9.0,0.7513737454837415, 10  64 204 241 281 318 378 453 481
4287,model1_xg,100.0,0.0,1.0,9.0,0.7757013247691691, 10  64 204 241 281 318 378 453 481
4288,model2_xg,100.0,0.0,1.0,9.0,0.8276884785226817, 10  64 204 241 281 318 378 453 481
4289,model3_xg,100.0,0.0,1.0,9.0,0.8125539943797672, 10  64 204 241 281 318 378 453 481
4290,model4_xg,100.0,0.0,1.0,9.0,0.7818434363709355, 10  64 204 241 281 318 378 453 481
4291,model5_xg,100.0,0.0,1.0,9.0,0.8141999197109595, 10  64 204 241 281 318 378 453 481
4292,model1_lr,100.0,0.0,1.0,9.0,0.5646615816940987, 10  64 204 241 281 318 378 453 481
4293,model2_lr,100.0,0.0,1.0,9.0,0.5665483741469289, 10  64 204 241 281 318 378 453 481
4294,model3_lr,100.0,0.0,1.0,9.0,0.5665483741469289, 10  64 204 241 281 318 378 453 481
4295,model1_svc,100.0,0.0,1.0,9.0,0.5684351665997591, 10  64 204 241 281 318 378 453 481
4296,model2_svc,100.0,0.0,1.0,9.0,0.5665483741469289, 10  64 204 241 281 318 378 453 481
4297,model3_svc,100.0,0.0,1.0,9.0,0.5646615816940987, 10  64 204 241 281 318 378 453 481
4298,model1_ensemble_rfxglr,100.0,0.0,1.0,9.0,0.7750188679245283, 10  64 204 241 281 318 378 453 481
4299,model2_ensemble_rflrsvc,100.0,0.0,1.0,9.0,0.6222689682858289, 10  64 204 241 281 318 378 453 481
4300,model3_ensemble_xglrsvc,100.0,0.0,1.0,9.0,0.7561509433962263, 10  64 204 241 281 318 378 453 481
4301,model4_ensemble_rfxgsvc,100.0,0.0,1.0,9.0,0.766749096748294, 10  64 204 241 281 318 378 453 481
4302,model1_rf,100.0,5.0,1.0,9.0,0.6693183460457648, 10  48  64 105 128 204 338 442 453
4303,model2_rf,100.0,5.0,1.0,9.0,0.7213054997992774, 10  48  64 105 128 204 338 442 453
4304,model3_rf,100.0,5.0,1.0,9.0,0.7593223604977921, 10  48  64 105 128 204 338 442 453
4305,model1_xg,100.0,5.0,1.0,9.0,0.7565122440786833, 10  48  64 105 128 204 338 442 453
4306,model2_xg,100.0,5.0,1.0,9.0,0.7903139301485347, 10  48  64 105 128 204 338 442 453
4307,model3_xg,100.0,5.0,1.0,9.0,0.8188968285828984, 10  48  64 105 128 204 338 442 453
4308,model4_xg,100.0,5.0,1.0,9.0,0.7331481332798073, 10  48  64 105 128 204 338 442 453
4309,model5_xg,100.0,5.0,1.0,9.0,0.8215062224006423, 10  48  64 105 128 204 338 442 453
4310,model1_lr,100.0,5.0,1.0,9.0,0.568676033721397, 10  48  64 105 128 204 338 442 453
4311,model2_lr,100.0,5.0,1.0,9.0,0.5665483741469289, 10  48  64 105 128 204 338 442 453
4312,model3_lr,100.0,5.0,1.0,9.0,0.5705628261742273, 10  48  64 105 128 204 338 442 453
4313,model1_svc,100.0,5.0,1.0,9.0,0.5665483741469289, 10  48  64 105 128 204 338 442 453
4314,model2_svc,100.0,5.0,1.0,9.0,0.5665483741469289, 10  48  64 105 128 204 338 442 453
4315,model3_svc,100.0,5.0,1.0,9.0,0.5665483741469289, 10  48  64 105 128 204 338 442 453
4316,model1_ensemble_rfxglr,100.0,5.0,1.0,9.0,0.7532203934162987, 10  48  64 105 128 204 338 442 453
4317,model2_ensemble_rflrsvc,100.0,5.0,1.0,9.0,0.6472790044158971, 10  48  64 105 128 204 338 442 453
4318,model3_ensemble_xglrsvc,100.0,5.0,1.0,9.0,0.7792340425531915, 10  48  64 105 128 204 338 442 453
4319,model4_ensemble_rfxgsvc,100.0,5.0,1.0,9.0,0.7669096748293858, 10  48  64 105 128 204 338 442 453
4320,model1_rf,100.0,15.0,1.0,9.0,0.6606069851465275, 10  64 105 128 204 338 472 481 493
4321,model2_rf,100.0,15.0,1.0,9.0,0.6672709755118427, 10  64 105 128 204 338 472 481 493
4322,model3_rf,100.0,15.0,1.0,9.0,0.6875439582496989, 10  64 105 128 204 338 472 481 493
4323,model1_xg,100.0,15.0,1.0,9.0,0.6974997992773986, 10  64 105 128 204 338 472 481 493
4324,model2_xg,100.0,15.0,1.0,9.0,0.7324656764351667, 10  64 105 128 204 338 472 481 493
4325,model3_xg,100.0,15.0,1.0,9.0,0.7603661180248896, 10  64 105 128 204 338 472 481 493
4326,model4_xg,100.0,15.0,1.0,9.0,0.678109995985548, 10  64 105 128 204 338 472 481 493
4327,model5_xg,100.0,15.0,1.0,9.0,0.7318233641107988, 10  64 105 128 204 338 472 481 493
4328,model1_lr,100.0,15.0,1.0,9.0,0.5325459654757125, 10  64 105 128 204 338 472 481 493
4329,model2_lr,100.0,15.0,1.0,9.0,0.5400931352870333, 10  64 105 128 204 338 472 481 493
4330,model3_lr,100.0,15.0,1.0,9.0,0.5382063428342031, 10  64 105 128 204 338 472 481 493
4331,model1_svc,100.0,15.0,1.0,9.0,0.5400931352870333, 10  64 105 128 204 338 472 481 493
4332,model2_svc,100.0,15.0,1.0,9.0,0.5400931352870333, 10  64 105 128 204 338 472 481 493
4333,model3_svc,100.0,15.0,1.0,9.0,0.5400931352870333, 10  64 105 128 204 338 472 481 493
4334,model1_ensemble_rfxglr,100.0,15.0,1.0,9.0,0.6861790445604175, 10  64 105 128 204 338 472 481 493
4335,model2_ensemble_rflrsvc,100.0,15.0,1.0,9.0,0.6085395423524689, 10  64 105 128 204 338 472 481 493
4336,model3_ensemble_xglrsvc,100.0,15.0,1.0,9.0,0.7018354074668807, 10  64 105 128 204 338 472 481 493
4337,model4_ensemble_rfxgsvc,100.0,15.0,1.0,9.0,0.703641910879165, 10  64 105 128 204 338 472 481 493
4338,model1_rf,100.0,25.0,1.0,9.0,0.6492862304295464, 10  64 105 128 204 336 338 442 472
4339,model2_rf,100.0,25.0,1.0,9.0,0.652377358490566, 10  64 105 128 204 336 338 442 472
4340,model3_rf,100.0,25.0,1.0,9.0,0.6786318747490967, 10  64 105 128 204 336 338 442 472
4341,model1_xg,100.0,25.0,1.0,9.0,0.6814821356884785, 10  64 105 128 204 336 338 442 472
4342,model2_xg,100.0,25.0,1.0,9.0,0.7020361300682456, 10  64 105 128 204 336 338 442 472
4343,model3_xg,100.0,25.0,1.0,9.0,0.7251995182657567, 10  64 105 128 204 336 338 442 472
4344,model4_xg,100.0,25.0,1.0,9.0,0.6710847049377759, 10  64 105 128 204 336 338 442 472
4345,model5_xg,100.0,25.0,1.0,9.0,0.7022769971898836, 10  64 105 128 204 336 338 442 472
4346,model1_lr,100.0,25.0,1.0,9.0,0.5596836611802489, 10  64 105 128 204 336 338 442 472
4347,model2_lr,100.0,25.0,1.0,9.0,0.5554283420313126, 10  64 105 128 204 336 338 442 472
4348,model3_lr,100.0,25.0,1.0,9.0,0.5533006824568446, 10  64 105 128 204 336 338 442 472
4349,model1_svc,100.0,25.0,1.0,9.0,0.5551874749096748, 10  64 105 128 204 336 338 442 472
4350,model2_svc,100.0,25.0,1.0,9.0,0.5551874749096748, 10  64 105 128 204 336 338 442 472
4351,model3_svc,100.0,25.0,1.0,9.0,0.5533006824568446, 10  64 105 128 204 336 338 442 472
4352,model1_ensemble_rfxglr,100.0,25.0,1.0,9.0,0.6859381774387796, 10  64 105 128 204 336 338 442 472
4353,model2_ensemble_rflrsvc,100.0,25.0,1.0,9.0,0.6257615415495785, 10  64 105 128 204 336 338 442 472
4354,model3_ensemble_xglrsvc,100.0,25.0,1.0,9.0,0.680317944600562, 10  64 105 128 204 336 338 442 472
4355,model4_ensemble_rfxgsvc,100.0,25.0,1.0,9.0,0.6991858691288639, 10  64 105 128 204 336 338 442 472
4356,model1_rf,100.0,35.0,1.0,9.0,0.6119044560417503, 10  64 105 128 204 336 338 481
4357,model2_rf,100.0,35.0,1.0,9.0,0.6109409875551988, 10  64 105 128 204 336 338 481
4358,model3_rf,100.0,35.0,1.0,9.0,0.6170830991569651, 10  64 105 128 204 336 338 481
4359,model1_xg,100.0,35.0,1.0,9.0,0.6470710558008832, 10  64 105 128 204 336 338 481
4360,model2_xg,100.0,35.0,1.0,9.0,0.6432974708952228, 10  64 105 128 204 336 338 481
4361,model3_xg,100.0,35.0,1.0,9.0,0.6532533119229225, 10  64 105 128 204 336 338 481
4362,model4_xg,100.0,35.0,1.0,9.0,0.6407282215977519, 10  64 105 128 204 336 338 481
4363,model5_xg,100.0,35.0,1.0,9.0,0.6229843436370934, 10  64 105 128 204 336 338 481
4364,model1_lr,100.0,35.0,1.0,9.0,0.5180064231232437, 10  64 105 128 204 336 338 481
4365,model2_lr,100.0,35.0,1.0,9.0,0.5180064231232437, 10  64 105 128 204 336 338 481
4366,model3_lr,100.0,35.0,1.0,9.0,0.5180064231232437, 10  64 105 128 204 336 338 481
4367,model1_svc,100.0,35.0,1.0,9.0,0.5161196306704134, 10  64 105 128 204 336 338 481
4368,model2_svc,100.0,35.0,1.0,9.0,0.5161196306704134, 10  64 105 128 204 336 338 481
4369,model3_svc,100.0,35.0,1.0,9.0,0.5161196306704134, 10  64 105 128 204 336 338 481
4370,model1_ensemble_rfxglr,100.0,35.0,1.0,9.0,0.6083717382577278, 10  64 105 128 204 336 338 481
4371,model2_ensemble_rflrsvc,100.0,35.0,1.0,9.0,0.5437390606182255, 10  64 105 128 204 336 338 481
4372,model3_ensemble_xglrsvc,100.0,35.0,1.0,9.0,0.6121854676836611, 10  64 105 128 204 336 338 481
4373,model4_ensemble_rfxgsvc,100.0,35.0,1.0,9.0,0.6102585307105579, 10  64 105 128 204 336 338 481
4374,model1_rf,100.0,50.0,1.0,9.0,0.5854419911682056, 10  64 105 128 204 336 481
4375,model2_rf,100.0,50.0,1.0,9.0,0.5887338418305901, 10  64 105 128 204 336 481
4376,model3_rf,100.0,50.0,1.0,9.0,0.5651288639100762, 10  64 105 128 204 336 481
4377,model1_xg,100.0,50.0,1.0,9.0,0.5721942994781213, 10  64 105 128 204 336 481
4378,model2_xg,100.0,50.0,1.0,9.0,0.6026238458450421, 10  64 105 128 204 336 481
4379,model3_xg,100.0,50.0,1.0,9.0,0.5976459253311923, 10  64 105 128 204 336 481
4380,model4_xg,100.0,50.0,1.0,9.0,0.579861902850261, 10  64 105 128 204 336 481
4381,model5_xg,100.0,50.0,1.0,9.0,0.5756467282215978, 10  64 105 128 204 336 481
4382,model1_lr,100.0,50.0,1.0,9.0,0.5190429546366921, 10  64 105 128 204 336 481
4383,model2_lr,100.0,50.0,1.0,9.0,0.5190429546366921, 10  64 105 128 204 336 481
4384,model3_lr,100.0,50.0,1.0,9.0,0.5190429546366921, 10  64 105 128 204 336 481
4385,model1_svc,100.0,50.0,1.0,9.0,0.5209297470895222, 10  64 105 128 204 336 481
4386,model2_svc,100.0,50.0,1.0,9.0,0.5209297470895222, 10  64 105 128 204 336 481
4387,model3_svc,100.0,50.0,1.0,9.0,0.5230574066639904, 10  64 105 128 204 336 481
4388,model1_ensemble_rfxglr,100.0,50.0,1.0,9.0,0.5752452830188679, 10  64 105 128 204 336 481
4389,model2_ensemble_rflrsvc,100.0,50.0,1.0,9.0,0.5426880770774789, 10  64 105 128 204 336 481
4390,model3_ensemble_xglrsvc,100.0,50.0,1.0,9.0,0.5721541549578482, 10  64 105 128 204 336 481
4391,model4_ensemble_rfxgsvc,100.0,50.0,1.0,9.0,0.5823107185869129, 10  64 105 128 204 336 481
4392,model1_rf,100.0,100.0,1.0,9.0,0.5454034524287434, 10 105 204 481
4393,model2_rf,100.0,100.0,1.0,9.0,0.5286230429546367, 10 105 204 481
4394,model3_rf,100.0,100.0,1.0,9.0,0.5614612605379365, 10 105 204 481
4395,model1_xg,100.0,100.0,1.0,9.0,0.549016459253312, 10 105 204 481
4396,model2_xg,100.0,100.0,1.0,9.0,0.546647932557206, 10 105 204 481
4397,model3_xg,100.0,100.0,1.0,9.0,0.5385788839823364, 10 105 204 481
4398,model4_xg,100.0,100.0,1.0,9.0,0.5449217181854678, 10 105 204 481
4399,model5_xg,100.0,100.0,1.0,9.0,0.5572460859092734, 10 105 204 481
4400,model1_lr,100.0,100.0,1.0,9.0,0.5134082697711763, 10 105 204 481
4401,model2_lr,100.0,100.0,1.0,9.0,0.5134082697711763, 10 105 204 481
4402,model3_lr,100.0,100.0,1.0,9.0,0.5134082697711763, 10 105 204 481
4403,model1_svc,100.0,100.0,1.0,9.0,0.5091529506222401, 10 105 204 481
4404,model2_svc,100.0,100.0,1.0,9.0,0.5091529506222401, 10 105 204 481
4405,model3_svc,100.0,100.0,1.0,9.0,0.5091529506222401, 10 105 204 481
4406,model1_ensemble_rfxglr,100.0,100.0,1.0,9.0,0.5329185066238458, 10 105 204 481
4407,model2_ensemble_rflrsvc,100.0,100.0,1.0,9.0,0.5327177840224809, 10 105 204 481
4408,model3_ensemble_xglrsvc,100.0,100.0,1.0,9.0,0.5480529907667604, 10 105 204 481
4409,model4_ensemble_rfxgsvc,100.0,100.0,1.0,9.0,0.5376555600160577, 10 105 204 481
4410,model1_rf,0.0,0.0,1.0,10.0,0.6669971898835809, 10  48  64 204 241 281 318 378 451 493
4411,model2_rf,0.0,0.0,1.0,10.0,0.7522240064231233, 10  48  64 204 241 281 318 378 451 493
4412,model3_rf,0.0,0.0,1.0,10.0,0.7909233239662786, 10  48  64 204 241 281 318 378 451 493
4413,model1_xg,0.0,0.0,1.0,10.0,0.7793617021276595, 10  48  64 204 241 281 318 378 451 493
4414,model2_xg,0.0,0.0,1.0,10.0,0.8199879566439181, 10  48  64 204 241 281 318 378 451 493
4415,model3_xg,0.0,0.0,1.0,10.0,0.8351224407868326, 10  48  64 204 241 281 318 378 451 493
4416,model4_xg,0.0,0.0,1.0,10.0,0.7649899638699318, 10  48  64 204 241 281 318 378 451 493
4417,model5_xg,0.0,0.0,1.0,10.0,0.8187836210357287, 10  48  64 204 241 281 318 378 451 493
4418,model1_lr,0.0,0.0,1.0,10.0,0.5659534323564833, 10  48  64 204 241 281 318 378 451 493
4419,model2_lr,0.0,0.0,1.0,10.0,0.5683219590525893, 10  48  64 204 241 281 318 378 451 493
4420,model3_lr,0.0,0.0,1.0,10.0,0.5702087515054195, 10  48  64 204 241 281 318 378 451 493
4421,model1_svc,0.0,0.0,1.0,10.0,0.5704496186270573, 10  48  64 204 241 281 318 378 451 493
4422,model2_svc,0.0,0.0,1.0,10.0,0.5742232035327177, 10  48  64 204 241 281 318 378 451 493
4423,model3_svc,0.0,0.0,1.0,10.0,0.5742232035327177, 10  48  64 204 241 281 318 378 451 493
4424,model1_ensemble_rfxglr,0.0,0.0,1.0,10.0,0.7843396226415095, 10  48  64 204 241 281 318 378 451 493
4425,model2_ensemble_rflrsvc,0.0,0.0,1.0,10.0,0.6358450421517463, 10  48  64 204 241 281 318 378 451 493
4426,model3_ensemble_xglrsvc,0.0,0.0,1.0,10.0,0.7879124849458049, 10  48  64 204 241 281 318 378 451 493
4427,model4_ensemble_rfxgsvc,0.0,0.0,1.0,10.0,0.8145684464070655, 10  48  64 204 241 281 318 378 451 493
4428,model1_rf,0.0,5.0,1.0,10.0,0.6652308309915697, 10  48  64 105 128 204 338 442 453 481
4429,model2_rf,0.0,5.0,1.0,10.0,0.7077438779606584, 10  48  64 105 128 204 338 442 453 481
4430,model3_rf,0.0,5.0,1.0,10.0,0.752826174227218, 10  48  64 105 128 204 338 442 453 481
4431,model1_xg,0.0,5.0,1.0,10.0,0.7467242071457246, 10  48  64 105 128 204 338 442 453 481
4432,model2_xg,0.0,5.0,1.0,10.0,0.7781573665194701, 10  48  64 105 128 204 338 442 453 481
4433,model3_xg,0.0,5.0,1.0,10.0,0.8215937374548374, 10  48  64 105 128 204 338 442 453 481
4434,model4_xg,0.0,5.0,1.0,10.0,0.7247651545564031, 10  48  64 105 128 204 338 442 453 481
4435,model5_xg,0.0,5.0,1.0,10.0,0.8192653552790043, 10  48  64 105 128 204 338 442 453 481
4436,model1_lr,0.0,5.0,1.0,10.0,0.561938980329185, 10  48  64 105 128 204 338 442 453 481
4437,model2_lr,0.0,5.0,1.0,10.0,0.5657125652348454, 10  48  64 105 128 204 338 442 453 481
4438,model3_lr,0.0,5.0,1.0,10.0,0.5678402248093135, 10  48  64 105 128 204 338 442 453 481
4439,model1_svc,0.0,5.0,1.0,10.0,0.5638257727820153, 10  48  64 105 128 204 338 442 453 481
4440,model2_svc,0.0,5.0,1.0,10.0,0.5659534323564833, 10  48  64 105 128 204 338 442 453 481
4441,model3_svc,0.0,5.0,1.0,10.0,0.5659534323564833, 10  48  64 105 128 204 338 442 453 481
4442,model1_ensemble_rfxglr,0.0,5.0,1.0,10.0,0.7384544359694902, 10  48  64 105 128 204 338 442 453 481
4443,model2_ensemble_rflrsvc,0.0,5.0,1.0,10.0,0.6235608189482136, 10  48  64 105 128 204 338 442 453 481
4444,model3_ensemble_xglrsvc,0.0,5.0,1.0,10.0,0.7555158570855078, 10  48  64 105 128 204 338 442 453 481
4445,model4_ensemble_rfxgsvc,0.0,5.0,1.0,10.0,0.7684825371336812, 10  48  64 105 128 204 338 442 453 481
4446,model1_rf,0.0,15.0,1.0,10.0,0.671332798073063, 10  64 105 128 204 338 442 453 472 493
4447,model2_rf,0.0,15.0,1.0,10.0,0.6902810116419109, 10  64 105 128 204 338 442 453 472 493
4448,model3_rf,0.0,15.0,1.0,10.0,0.7089482135688479, 10  64 105 128 204 338 442 453 472 493
4449,model1_xg,0.0,15.0,1.0,10.0,0.6886350863107187, 10  64 105 128 204 338 442 453 472 493
4450,model2_xg,0.0,15.0,1.0,10.0,0.7368486551585709, 10  64 105 128 204 338 442 453 472 493
4451,model3_xg,0.0,15.0,1.0,10.0,0.7493737454837415, 10  64 105 128 204 338 442 453 472 493
4452,model4_xg,0.0,15.0,1.0,10.0,0.6811280610196708, 10  64 105 128 204 338 442 453 472 493
4453,model5_xg,0.0,15.0,1.0,10.0,0.7498554797270173, 10  64 105 128 204 338 442 453 472 493
4454,model1_lr,0.0,15.0,1.0,10.0,0.5525050180650342, 10  64 105 128 204 338 442 453 472 493
4455,model2_lr,0.0,15.0,1.0,10.0,0.5425893215576074, 10  64 105 128 204 338 442 453 472 493
4456,model3_lr,0.0,15.0,1.0,10.0,0.5423484544359695, 10  64 105 128 204 338 442 453 472 493
4457,model1_svc,0.0,15.0,1.0,10.0,0.5383340024086711, 10  64 105 128 204 338 442 453 472 493
4458,model2_svc,0.0,15.0,1.0,10.0,0.5383340024086711, 10  64 105 128 204 338 442 453 472 493
4459,model3_svc,0.0,15.0,1.0,10.0,0.5421075873143315, 10  64 105 128 204 338 442 453 472 493
