,lr,n_est,max_depth,m,score,case,standardize
126,0.15,10.0,5.0,5.0,0.6340033650817587,case1,0.0
127,0.15,10.0,5.0,5.0,0.6353902847632008,case1,1.0
128,0.15,20.0,5.0,5.0,0.6205092844508744,case1,0.0
129,0.15,20.0,5.0,5.0,0.6232857370173549,case1,1.0
130,0.15,30.0,5.0,5.0,0.6063557055148002,case1,0.0
131,0.15,30.0,5.0,5.0,0.6135869073980731,case1,1.0
132,0.15,40.0,5.0,5.0,0.6198265029242693,case1,0.0
133,0.15,40.0,5.0,5.0,0.6209454597885894,case1,1.0
134,0.15,50.0,5.0,5.0,0.6329081320921711,case1,0.0
135,0.15,50.0,5.0,5.0,0.6281950144791445,case1,1.0
136,0.15,60.0,5.0,5.0,0.5990872557608468,case1,0.0
137,0.15,60.0,5.0,5.0,0.6046748218629298,case1,1.0
138,0.15,70.0,5.0,5.0,0.6114792121923647,case1,0.0
139,0.15,70.0,5.0,5.0,0.6051914660897091,case1,1.0
140,0.3,10.0,5.0,5.0,0.6180227113395542,case1,0.0
141,0.3,10.0,5.0,5.0,0.6155164902585291,case1,1.0
142,0.3,20.0,5.0,5.0,0.6197057870956725,case1,0.0
143,0.3,20.0,5.0,5.0,0.6100039736790404,case1,1.0
144,0.3,30.0,5.0,5.0,0.593146123889406,case1,0.0
145,0.3,30.0,5.0,5.0,0.5858969796589649,case1,1.0
146,0.3,40.0,5.0,5.0,0.6195922687891168,case1,0.0
147,0.3,40.0,5.0,5.0,0.6123582287516599,case1,1.0
148,0.3,50.0,5.0,5.0,0.598054881038311,case1,0.0
149,0.3,50.0,5.0,5.0,0.606071635267743,case1,1.0
150,0.3,60.0,5.0,5.0,0.6059961968724639,case1,0.0
151,0.3,60.0,5.0,5.0,0.6028715740847712,case1,1.0
152,0.3,70.0,5.0,5.0,0.6182150967384233,case1,0.0
153,0.3,70.0,5.0,5.0,0.6171389512342316,case1,1.0
154,0.5,10.0,5.0,5.0,0.6122968610666805,case1,0.0
155,0.5,10.0,5.0,5.0,0.6178711415399591,case1,1.0
156,0.5,20.0,5.0,5.0,0.6074515300326205,case1,0.0
157,0.5,20.0,5.0,5.0,0.6129345410916635,case1,1.0
158,0.5,30.0,5.0,5.0,0.5867256201820539,case1,0.0
159,0.5,30.0,5.0,5.0,0.5935880025002997,case1,1.0
160,0.5,40.0,5.0,5.0,0.6071708248512799,case1,0.0
161,0.5,40.0,5.0,5.0,0.5985321531910657,case1,1.0
162,0.5,50.0,5.0,5.0,0.5887567738706938,case1,0.0
163,0.5,50.0,5.0,5.0,0.5912403921721681,case1,1.0
164,0.5,60.0,5.0,5.0,0.587104553045299,case1,0.0
165,0.5,60.0,5.0,5.0,0.5913975288498629,case1,1.0
166,0.5,70.0,5.0,5.0,0.598088439808799,case1,0.0
167,0.5,70.0,5.0,5.0,0.5992503929139203,case1,1.0
168,0.05,10.0,6.0,5.0,0.604939751976387,case1,0.0
169,0.05,10.0,6.0,5.0,0.6043081091915812,case1,1.0
170,0.05,20.0,6.0,5.0,0.6135211947476484,case1,0.0
171,0.05,20.0,6.0,5.0,0.6145469247922062,case1,1.0
172,0.05,30.0,6.0,5.0,0.600327667588553,case1,0.0
173,0.05,30.0,6.0,5.0,0.603448960032148,case1,1.0
174,0.05,40.0,6.0,5.0,0.620394510401232,case1,0.0
175,0.05,40.0,6.0,5.0,0.6211078335063746,case1,1.0
176,0.05,50.0,6.0,5.0,0.6121105626353656,case1,0.0
177,0.05,50.0,6.0,5.0,0.6081746467011447,case1,1.0
178,0.05,60.0,6.0,5.0,0.5989165608886664,case1,0.0
179,0.05,60.0,6.0,5.0,0.5954286613517067,case1,1.0
180,0.05,70.0,6.0,5.0,0.61070276757598,case1,0.0
181,0.05,70.0,6.0,5.0,0.6080423152914157,case1,1.0
182,0.15,10.0,6.0,5.0,0.6227548514048646,case1,0.0
183,0.15,10.0,6.0,5.0,0.6191868666908779,case1,1.0
184,0.15,20.0,6.0,5.0,0.6184698994936997,case1,0.0
185,0.15,20.0,6.0,5.0,0.619568651555736,case1,1.0
186,0.15,30.0,6.0,5.0,0.6294123628493925,case1,0.0
187,0.15,30.0,6.0,5.0,0.6301893701663737,case1,1.0
188,0.15,40.0,6.0,5.0,0.6278763443358953,case1,0.0
189,0.15,40.0,6.0,5.0,0.6151961222707079,case1,1.0
190,0.15,50.0,6.0,5.0,0.610553482273709,case1,0.0
191,0.15,50.0,6.0,5.0,0.6069902701757156,case1,1.0
192,0.15,60.0,6.0,5.0,0.6222636149521935,case1,0.0
193,0.15,60.0,6.0,5.0,0.6106667949705744,case1,1.0
194,0.15,70.0,6.0,5.0,0.5986611639146566,case1,0.0
195,0.15,70.0,6.0,5.0,0.5989107120035816,case1,1.0
196,0.3,10.0,6.0,5.0,0.6052811180227645,case1,0.0
197,0.3,10.0,6.0,5.0,0.5990039695459356,case1,1.0
198,0.3,20.0,6.0,5.0,0.6042378506701014,case1,0.0
199,0.3,20.0,6.0,5.0,0.6056474467293749,case1,1.0
200,0.3,30.0,6.0,5.0,0.5968062694966789,case1,0.0
201,0.3,30.0,6.0,5.0,0.590604562463014,case1,1.0
202,0.3,40.0,6.0,5.0,0.6201365510235513,case1,0.0
203,0.3,40.0,6.0,5.0,0.6208844333333442,case1,1.0
204,0.3,50.0,6.0,5.0,0.5919451556266162,case1,0.0
205,0.3,50.0,6.0,5.0,0.5836284573538456,case1,1.0
206,0.3,60.0,6.0,5.0,0.5919968462296575,case1,0.0
207,0.3,60.0,6.0,5.0,0.5933543536179682,case1,1.0
208,0.3,70.0,6.0,5.0,0.6019267999780922,case1,0.0
209,0.3,70.0,6.0,5.0,0.5969979323966703,case1,1.0
210,0.5,10.0,6.0,5.0,0.5961955234038374,case1,0.0
211,0.5,10.0,6.0,5.0,0.5902047802672423,case1,1.0
212,0.5,20.0,6.0,5.0,0.6051732964638287,case1,0.0
213,0.5,20.0,6.0,5.0,0.6094342962969201,case1,1.0
214,0.5,30.0,6.0,5.0,0.5961220887048122,case1,0.0
215,0.5,30.0,6.0,5.0,0.6023369427514391,case1,1.0
216,0.5,40.0,6.0,5.0,0.5942849999253735,case1,0.0
217,0.5,40.0,6.0,5.0,0.595170476893721,case1,1.0
218,0.5,50.0,6.0,5.0,0.5941715157929324,case1,0.0
219,0.5,50.0,6.0,5.0,0.590675956954123,case1,1.0
220,0.5,60.0,6.0,5.0,0.5880564391356862,case1,0.0
221,0.5,60.0,6.0,5.0,0.5920882487668664,case1,1.0
222,0.5,70.0,6.0,5.0,0.5832819714170608,case1,0.0
223,0.5,70.0,6.0,5.0,0.5906812583662211,case1,1.0
224,0.05,10.0,7.0,5.0,0.6143917673155425,case1,0.0
225,0.05,10.0,7.0,5.0,0.6115035815959737,case1,1.0
226,0.05,20.0,7.0,5.0,0.6190325454531206,case1,0.0
227,0.05,20.0,7.0,5.0,0.6170529505229467,case1,1.0
228,0.05,30.0,7.0,5.0,0.599557180062749,case1,0.0
229,0.05,30.0,7.0,5.0,0.5975250696800543,case1,1.0
230,0.05,40.0,7.0,5.0,0.6307406925795128,case1,0.0
231,0.05,40.0,7.0,5.0,0.6241681048492005,case1,1.0
232,0.05,50.0,7.0,5.0,0.6210019092736146,case1,0.0
233,0.05,50.0,7.0,5.0,0.6243456905359056,case1,1.0
234,0.05,60.0,7.0,5.0,0.6113142257072791,case1,0.0
235,0.05,60.0,7.0,5.0,0.6151265115878636,case1,1.0
236,0.05,70.0,7.0,5.0,0.6092884427633015,case1,0.0
237,0.05,70.0,7.0,5.0,0.6068889903670219,case1,1.0
238,0.15,10.0,7.0,5.0,0.6219391524198805,case1,0.0
239,0.15,10.0,7.0,5.0,0.6219702485764735,case1,1.0
240,0.15,20.0,7.0,5.0,0.6075985983930745,case1,0.0
241,0.15,20.0,7.0,5.0,0.612934262844787,case1,1.0
242,0.15,30.0,7.0,5.0,0.6101889636643317,case1,0.0
243,0.15,30.0,7.0,5.0,0.6085181180492127,case1,1.0
244,0.15,40.0,7.0,5.0,0.5933898450138255,case1,0.0
245,0.15,40.0,7.0,5.0,0.5900218322249413,case1,1.0
246,0.15,50.0,7.0,5.0,0.5928596845943497,case1,0.0
247,0.15,50.0,7.0,5.0,0.5876098276253857,case1,1.0
248,0.15,60.0,7.0,5.0,0.602549248017174,case1,0.0
249,0.15,60.0,7.0,5.0,0.5945421734458097,case1,1.0
250,0.15,70.0,7.0,5.0,0.6159173352649407,case1,0.0
251,0.15,70.0,7.0,5.0,0.6202557384432302,case1,1.0
252,0.3,10.0,7.0,5.0,0.6015481112612978,case1,0.0
253,0.3,10.0,7.0,5.0,0.600239928747167,case1,1.0
254,0.3,20.0,7.0,5.0,0.6060308206792728,case1,0.0
255,0.3,20.0,7.0,5.0,0.6097648685724586,case1,1.0
256,0.3,30.0,7.0,5.0,0.5952509212423955,case1,0.0
257,0.3,30.0,7.0,5.0,0.5887091437986279,case1,1.0
258,0.3,40.0,7.0,5.0,0.5958113390564939,case1,0.0
259,0.3,40.0,7.0,5.0,0.6024087793525628,case1,1.0
260,0.3,50.0,7.0,5.0,0.5955979383680382,case1,0.0
261,0.3,50.0,7.0,5.0,0.5975163580774022,case1,1.0
262,0.3,60.0,7.0,5.0,0.5980602182444487,case1,0.0
263,0.3,60.0,7.0,5.0,0.6052133507549574,case1,1.0
264,0.3,70.0,7.0,5.0,0.6009048748204221,case1,0.0
265,0.3,70.0,7.0,5.0,0.5994924026825249,case1,1.0
266,0.5,10.0,7.0,5.0,0.6040018995596391,case1,0.0
267,0.5,10.0,7.0,5.0,0.5989963028923352,case1,1.0
268,0.5,20.0,7.0,5.0,0.588011973096435,case1,0.0
269,0.5,20.0,7.0,5.0,0.5870412461326111,case1,1.0
270,0.5,30.0,7.0,5.0,0.5937380446288699,case1,0.0
271,0.5,30.0,7.0,5.0,0.5758017342252519,case1,1.0
272,0.5,40.0,7.0,5.0,0.5856616098434487,case1,0.0
273,0.5,40.0,7.0,5.0,0.5814539293674739,case1,1.0
274,0.5,50.0,7.0,5.0,0.6049850434801546,case1,0.0
275,0.5,50.0,7.0,5.0,0.6095630594483024,case1,1.0
276,0.5,60.0,7.0,5.0,0.5858635964808901,case1,0.0
277,0.5,60.0,7.0,5.0,0.5854556472696533,case1,1.0
278,0.5,70.0,7.0,5.0,0.5907341523503464,case1,0.0
279,0.5,70.0,7.0,5.0,0.5908986034872051,case1,1.0
280,0.05,10.0,3.0,6.0,0.6383625698559626,case2,0.0
281,0.05,10.0,3.0,6.0,0.6383625698559626,case2,1.0
282,0.05,20.0,3.0,6.0,0.6372152847060971,case2,0.0
283,0.05,20.0,3.0,6.0,0.6372152847060971,case2,1.0
284,0.05,30.0,3.0,6.0,0.6371041000729359,case2,0.0
285,0.05,30.0,3.0,6.0,0.6374127420482446,case2,1.0
286,0.05,40.0,3.0,6.0,0.6506886057961723,case2,0.0
287,0.05,40.0,3.0,6.0,0.6503552724628389,case2,1.0
288,0.05,50.0,3.0,6.0,0.6611735527864873,case2,0.0
289,0.05,50.0,3.0,6.0,0.6624143798606478,case2,1.0
290,0.05,60.0,3.0,6.0,0.6565757498155219,case2,0.0
291,0.05,60.0,3.0,6.0,0.6559006270659312,case2,1.0
292,0.05,70.0,3.0,6.0,0.6612638740450233,case2,0.0
293,0.05,70.0,3.0,6.0,0.6609552320697146,case2,1.0
294,0.15,10.0,3.0,6.0,0.6524910102933633,case2,0.0
295,0.15,10.0,3.0,6.0,0.6524910102933633,case2,1.0
296,0.15,20.0,3.0,6.0,0.6552720875011206,case2,0.0
297,0.15,20.0,3.0,6.0,0.6550280417954066,case2,1.0
298,0.15,30.0,3.0,6.0,0.6658070292245903,case2,0.0
299,0.15,30.0,3.0,6.0,0.665310425791702,case2,1.0
300,0.15,40.0,3.0,6.0,0.6606525595878128,case2,0.0
301,0.15,40.0,3.0,6.0,0.6587093572916698,case2,1.0
302,0.15,50.0,3.0,6.0,0.6707695433824278,case2,0.0
303,0.15,50.0,3.0,6.0,0.6693081396756396,case2,1.0
304,0.15,60.0,3.0,6.0,0.6775637250777885,case2,0.0
305,0.15,60.0,3.0,6.0,0.6786627530784187,case2,1.0
306,0.15,70.0,3.0,6.0,0.6571301708208094,case2,0.0
307,0.15,70.0,3.0,6.0,0.6577857033652557,case2,1.0
308,0.3,10.0,3.0,6.0,0.651417411210358,case2,0.0
309,0.3,10.0,3.0,6.0,0.6523396881671177,case2,1.0
310,0.3,20.0,3.0,6.0,0.6549551206647765,case2,0.0
311,0.3,20.0,3.0,6.0,0.6541376373198449,case2,1.0
312,0.3,30.0,3.0,6.0,0.6559391911521019,case2,0.0
313,0.3,30.0,3.0,6.0,0.654882784726322,case2,1.0
314,0.3,40.0,3.0,6.0,0.6644594957251962,case2,0.0
315,0.3,40.0,3.0,6.0,0.6639648938793324,case2,1.0
316,0.3,50.0,3.0,6.0,0.663115078644813,case2,0.0
317,0.3,50.0,3.0,6.0,0.6623703373316981,case2,1.0
318,0.3,60.0,3.0,6.0,0.6525912196843466,case2,0.0
319,0.3,60.0,3.0,6.0,0.654706668818679,case2,1.0
320,0.3,70.0,3.0,6.0,0.6676777494512638,case2,0.0
321,0.3,70.0,3.0,6.0,0.6599919872104176,case2,1.0
322,0.5,10.0,3.0,6.0,0.6643112131326132,case2,0.0
323,0.5,10.0,3.0,6.0,0.6632329804210889,case2,1.0
324,0.5,20.0,3.0,6.0,0.6622565224548052,case2,0.0
325,0.5,20.0,3.0,6.0,0.6621216019723568,case2,1.0
326,0.5,30.0,3.0,6.0,0.6525152012305326,case2,0.0
327,0.5,30.0,3.0,6.0,0.6544009169811479,case2,1.0
328,0.5,40.0,3.0,6.0,0.6650807104968449,case2,0.0
329,0.5,40.0,3.0,6.0,0.6635087967987643,case2,1.0
330,0.5,50.0,3.0,6.0,0.6453504934790789,case2,0.0
331,0.5,50.0,3.0,6.0,0.645680815778939,case2,1.0
332,0.5,60.0,3.0,6.0,0.6412570246143076,case2,0.0
333,0.5,60.0,3.0,6.0,0.6457958581210612,case2,1.0
334,0.5,70.0,3.0,6.0,0.6465310515327101,case2,0.0
335,0.5,70.0,3.0,6.0,0.6470959683843134,case2,1.0
336,0.05,10.0,4.0,6.0,0.6487788617689387,case2,0.0
337,0.05,10.0,4.0,6.0,0.6484621682638393,case2,1.0
338,0.05,20.0,4.0,6.0,0.6499118287259598,case2,0.0
339,0.05,20.0,4.0,6.0,0.6499118287259598,case2,1.0
340,0.05,30.0,4.0,6.0,0.6566673407814716,case2,0.0
341,0.05,30.0,4.0,6.0,0.6555516520817493,case2,1.0
342,0.05,40.0,4.0,6.0,0.6566987133323524,case2,0.0
343,0.05,40.0,4.0,6.0,0.6567939125707585,case2,1.0
344,0.05,50.0,4.0,6.0,0.65645952965373,case2,0.0
345,0.05,50.0,4.0,6.0,0.6574555299056825,case2,1.0
346,0.05,60.0,4.0,6.0,0.6545469962567428,case2,0.0
347,0.05,60.0,4.0,6.0,0.6544973579852197,case2,1.0
348,0.05,70.0,4.0,6.0,0.6582393722150861,case2,0.0
349,0.05,70.0,4.0,6.0,0.6581689933788646,case2,1.0
350,0.15,10.0,4.0,6.0,0.6695948104035234,case2,0.0
351,0.15,10.0,4.0,6.0,0.6697300917888048,case2,1.0
352,0.15,20.0,4.0,6.0,0.666739774809105,case2,0.0
353,0.15,20.0,4.0,6.0,0.6647886577359624,case2,1.0
354,0.15,30.0,4.0,6.0,0.6735698669359519,case2,0.0
355,0.15,30.0,4.0,6.0,0.676662567792929,case2,1.0
356,0.15,40.0,4.0,6.0,0.6783633741977276,case2,0.0
357,0.15,40.0,4.0,6.0,0.6789328865867792,case2,1.0
358,0.15,50.0,4.0,6.0,0.6585608426878656,case2,0.0
359,0.15,50.0,4.0,6.0,0.656721283203301,case2,1.0
360,0.15,60.0,4.0,6.0,0.6546885046071491,case2,0.0
361,0.15,60.0,4.0,6.0,0.6524147957762522,case2,1.0
362,0.15,70.0,4.0,6.0,0.660954569856471,case2,0.0
363,0.15,70.0,4.0,6.0,0.6630479029359574,case2,1.0
364,0.3,10.0,4.0,6.0,0.6538844538897212,case2,0.0
365,0.3,10.0,4.0,6.0,0.6551549406692735,case2,1.0
366,0.3,20.0,4.0,6.0,0.6636580797605357,case2,0.0
367,0.3,20.0,4.0,6.0,0.6648330603511816,case2,1.0
368,0.3,30.0,4.0,6.0,0.6586683698669524,case2,0.0
369,0.3,30.0,4.0,6.0,0.6542471272219664,case2,1.0
370,0.3,40.0,4.0,6.0,0.6561151667743663,case2,0.0
371,0.3,40.0,4.0,6.0,0.6585966799561853,case2,1.0
372,0.3,50.0,4.0,6.0,0.6655223435936354,case2,0.0
373,0.3,50.0,4.0,6.0,0.6618774723088131,case2,1.0
374,0.3,60.0,4.0,6.0,0.6626328812910445,case2,0.0
375,0.3,60.0,4.0,6.0,0.6608832707622393,case2,1.0
376,0.3,70.0,4.0,6.0,0.6582647407755575,case2,0.0
377,0.3,70.0,4.0,6.0,0.6648513464566854,case2,1.0
378,0.5,10.0,4.0,6.0,0.6479893892913883,case2,0.0
379,0.5,10.0,4.0,6.0,0.6508170749418667,case2,1.0
380,0.5,20.0,4.0,6.0,0.6398410121014514,case2,0.0
381,0.5,20.0,4.0,6.0,0.6431042516794068,case2,1.0
382,0.5,30.0,4.0,6.0,0.6576003709655787,case2,0.0
383,0.5,30.0,4.0,6.0,0.6584766654369958,case2,1.0
384,0.5,40.0,4.0,6.0,0.6478374618189136,case2,0.0
385,0.5,40.0,4.0,6.0,0.6395524291692442,case2,1.0
386,0.5,50.0,4.0,6.0,0.6572028213024139,case2,0.0
387,0.5,50.0,4.0,6.0,0.655443236542142,case2,1.0
388,0.5,60.0,4.0,6.0,0.6486153902151822,case2,0.0
389,0.5,60.0,4.0,6.0,0.6498180980352509,case2,1.0
390,0.5,70.0,4.0,6.0,0.6419246097373327,case2,0.0
391,0.5,70.0,4.0,6.0,0.6373597099895122,case2,1.0
392,0.05,10.0,5.0,6.0,0.653533232357622,case2,0.0
393,0.05,10.0,5.0,6.0,0.6532172026754574,case2,1.0
394,0.05,20.0,5.0,6.0,0.6684114901379676,case2,0.0
395,0.05,20.0,5.0,6.0,0.6684739798279546,case2,1.0
396,0.05,30.0,5.0,6.0,0.667760744918927,case2,0.0
397,0.05,30.0,5.0,6.0,0.6666630146326434,case2,1.0
398,0.05,40.0,5.0,6.0,0.6559481451979394,case2,0.0
399,0.05,40.0,5.0,6.0,0.6557630462814645,case2,1.0
400,0.05,50.0,5.0,6.0,0.6609789846313784,case2,0.0
401,0.05,50.0,5.0,6.0,0.6616871557284305,case2,1.0
402,0.05,60.0,5.0,6.0,0.6717951327661367,case2,0.0
403,0.05,60.0,5.0,6.0,0.6751220199616217,case2,1.0
404,0.05,70.0,5.0,6.0,0.6712847360971629,case2,0.0
405,0.05,70.0,5.0,6.0,0.6679864189079019,case2,1.0
406,0.15,10.0,5.0,6.0,0.6609146036277647,case2,0.0
407,0.15,10.0,5.0,6.0,0.6614445823781089,case2,1.0
408,0.15,20.0,5.0,6.0,0.6753237201652883,case2,0.0
409,0.15,20.0,5.0,6.0,0.6814918795504011,case2,1.0
410,0.15,30.0,5.0,6.0,0.6590670029356713,case2,0.0
